Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,um öldrunarþjónustu 1.585 1449 136 94 1.645 60 36,36.0,2014,nan,0.036
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"436 Uppsalir, Fáskrúðsfirði 177 141 36 25,2 168 9 4",4.0,2014,nan,0.004
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,437 Samningur við Sveitarfélagið,437.0,2014,nan,0.437
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"Hornafjörð um öldrunarþjónustu 249 220 29 13,1 234 15 4",4.0,2014,nan,0.004
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"438 Klausturhólar, Kirkjubæjarklaustri 154 150 5 33 152 -3 -1,8",1.8,2014,nan,0.0018
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"439 Hjallatún, Vík 124 113 10 93 128 4 33",33.0,2014,nan,0.033
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"440 Kumbaravogur, Stokkseyri 267 268 -1 -0,5 312 45 144",144.0,2014,nan,0.144
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"441 ÁslÁsbyrgi, Hveragerði 810 759 51 67 796 14 18",18.0,2014,nan,0.018
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"442 Hraunbúðir, Vestmannaeyjum 288 254 34 133 297 9 3,0",3.0,2014,nan,0.003
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"443 Holtsbúð, Garðabæ E 432 -432 — -100,0 = - -",100.0,2014,nan,0.1
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"445 Mörk, Reykjavík 1037 924 112 121 1.027 10 10",10.0,2014,nan,0.01
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"446 Hrafnista, Kópavogi 407 357 50 14,1 415 8 20",20.0,2014,nan,0.02
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"447 Sóltún, Reykjavík 1.468 1.206 263 218 1.116 352 316",316.0,2014,nan,0.316
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"448 Hjúkrunarheimilið Ísafold, Garðabæ 528 - 528 . 527 1 -0,3",0.3,2014,nan,0.0003
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,449 Hjúkrunarheimilið,449.0,2014,nan,0.449
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"Hamrar, Mosfellsbæ 287 - 287 . 267 2 4",4.0,2014,nan,0.004
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"460 Dvalarrými aldraðra, önnur 385 387 -2 -0,5 389 3 0,8",0.8,2014,nan,0.0008
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"470 Vesturhlíð, Reykjavík 10 9 1 85 15 5 324",324.0,2014,nan,0.324
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"472 Hlíðabær, Reykjavík 64 57 7 12,0 65 2 25",25.0,2014,nan,0.025
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"473 Lindargata, Reykjavík 54 50 4 79 55 1 18",18.0,2014,nan,0.018
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,474 Dagvist og endurhæfingar-,474.0,2014,nan,0.474
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"stöð MS-sjúklinga 107 101 6 5,7 111 4 3,2",3.2,2014,nan,0.0032
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"475 Múlabær, Reykjavík 96 85 un 128 97 1 10",10.0,2014,nan,0.01
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"476 Fríðuhús, Reykjavík 50 43 7 16,1 50 0 0,6",0.6,2014,nan,0.0006
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,=== PAGE 115 ===,115.0,2014,nan,0.115
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,SÉRYFIRLIT 2. Gjöld ráðuneyta og stofnana,2.0,2014,nan,0.002
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"477 Dagvistun aldraðra, aðrar 663 645 17 27 691 28 40",40.0,2014,nan,0.04
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"479 Hlaðgerðarkot 97 100 4 -3,5 97 - -",97.0,2014,nan,0.097
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"491 Reykjalundur, Mosfellsbæ 1.513 1433 80 5,6 1521 8 0,5",0.5,2014,nan,0.0005
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,492 Heilsustofnun,492.0,2014,nan,0.492
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"Náttúrulækningafélags Íslands 580 551 29 5,3 583 3 0,5",0.5,2014,nan,0.0005
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"493 Sjálfsbjörg,",493.0,2014,nan,0.493
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"hjúkrunar- og endurhæfingarstofnun 540 507 33 $,5 540 o 0,0",0.0,2014,nan,0.0
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"494 Hlein 133 125 8 61 134 1 0,7",0.7,2014,nan,0.0007
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"500 (Heilsugæslustöðvar, almennt 64 42 22 52,8 67 2 35",35.0,2014,nan,0.035
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"501 Sjúkraflutningar 1.365 887 478 53,9 1.297 67 2",2.0,2014,nan,0.002
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,506 Heilsugæsla á höfuðborgarsvæðinu 4.941 4.856 85 18 4.852 89 18,18.0,2014,nan,0.018
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,508 Miðstöð heimahjúkrunar,508.0,2014,nan,0.508
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,á höfuðborgarsvæðinu 1.167 1.146 21 18 1.179 12 10,10.0,2014,nan,0.01
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,515 Heilsugæslustöðin,515.0,2014,nan,0.515
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"Lágmúla í Reykjavík 195 189 s 3,0 195 - -",195.0,2014,nan,0.195
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"517 Læknavaktin 360 341 19 5,6 334 26 79",79.0,2014,nan,0.079
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,588 Heilsugæslustöðin í,588.0,2014,nan,0.588
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,Salahverfi í Kópavogi 331 306 25 81 335 4 13,13.0,2014,nan,0.013
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,700 (Heilbrigðisstofnanir 39 119 -80 672 145 106 731,731.0,2014,nan,0.731
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"716 Heilbrigðisstofnun Vesturlands 3.236 3.081 155 5,0 3.242 s 0,2",0.2,2014,nan,0.0002
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,726 Heilbrigðisstofnun Vestfjarða 1671 1541 130 84 1.551 120 77,77.0,2014,nan,0.077
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"757 Heilbrigðisstofnun Norðurlands 3.818 3.479 339 9,7 3.721 9 26",26.0,2014,nan,0.026
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"777 Heilbrigðisstofnun Austurlands 2.440 2.319 121 5,2 2.162 278 129",129.0,2014,nan,0.129
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"787 Heilbrigðisstofnun Suðurlands 3.546 3.423 123 36 3.197 -349 — -10,9",10.9,2014,nan,0.0109
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"791 Heilbrigðisstofnun Suðurnesja 2.011 1.987 24 1,2 1.964 4 24",24.0,2014,nan,0.024
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"801 Greiningar- og ráðgjafarstöð ríkisins 435 385 50 13,0 468 33 71",71.0,2014,nan,0.071
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,805 Þjónustu- og þekkingarmiðstöð,805.0,2014,nan,0.805
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,fyrir blinda og sjónskerta 302 269 33 125 310 8 26,26.0,2014,nan,0.026
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"807 Heyrnar- og talmeinastöð Íslands 124 226 -102 — -45,2 157 34 215",215.0,2014,nan,0.215
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"809 Málefni fatlaðra 349 351 3 -0,8 374 26 6,9",6.9,2014,nan,0.006900000000000001
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"821 Barnaverndarstofa 1.198 1071 127 11,9 1.293 94 73",73.0,2014,nan,0.073
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"841 Vinnumálastofnun 278 198 80 40, 282 4 14",14.0,2014,nan,0.014
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,842 Vinnumál 168 176 8 44 167 2 Ll,2.0,2014,nan,0.002
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,851 Atvinnuleysistryggingasjóður 14.327 18.288 3961 217 14.641 314 21,21.0,2014,nan,0.021
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,852 Tiyggingasjóður sjálfstætt,852.0,2014,nan,0.852
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"starfandi einstaklinga -20 -16 3 19,9 = 20 .",20.0,2014,nan,0.02
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,853  Ábyrgðasjóður launa 680 838 -158 | 189 635 40,40.0,2014,nan,0.04
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"854 Fæðingarorlof 8.971 8.599 373 43 8.965 5) -0,1",0.1,2014,nan,0.0001
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,855 Foreldrar langveikra eða,855.0,2014,nan,0.855
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,alvarlega fatlaðra barna 105 118 12 104 132 26 200,200.0,2014,nan,0.2
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,856 Starfsendurhæfing 278 301 -23 76 354 75 213,213.0,2014,nan,0.213
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,"860 Íbúðalánasjóður = 4.500 -4.500 — -100,0 3.000 3.000 — 100,0",100.0,2014,nan,0.1
"101 Velferðarráðuneyti, aðalskrifstofa 933 943 -10 -L1 939 6 0,7",Reikningur Reikningur Breyting Fjárheimildir Frávik,861 Leiguíbúðir 112 112 - - 112 - -,112.0,2014,nan,0.112
"09 Fjármála- og efnahagsráðuneyti 101.296 72.791 28.505 39,2 106.397 5.101 48",,101 Fjármála og efnahags-,101.0,2014,nan,0.101
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,"103 Fjársýsla ríkisins 1.643 1491 152 10,2 1.743 100 5,7",5.7,2014,nan,0.0057
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,199 Ráðstöfunarfé 2 - - - 2 2 1000,2.0,2014,nan,0.002
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,"210 Ríkisskattstjóri 2.860 2.559 301 118 3.150 290 9,2",9.2,2014,nan,0.0092
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,"214 Yfirskattanefnd 127 122 4 3,6 142 16 110",110.0,2014,nan,0.11
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,"215 Skattrannsóknarstjóri ríkisins 302 287 15 5,3 325 23 72",72.0,2014,nan,0.072
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,250 Innheimtukostnaður 546 538 8 15 597 51 85,85.0,2014,nan,0.085
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,=== PAGE 116 ===,116.0,2014,nan,0.116
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",,SÉRYFIRLIT 2. Gjöld ráðuneyta og stofnana,2.0,2014,nan,0.002
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"262 Tollstjórinn 2.573 2.498 76 3,0 2.800 226 81",81.0,2014,nan,0.081
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"381 Lífeyrisskuldbindingar, eftirlaun 7.033 8.795 -1.763 — -20,0 12.206 5.174 — 424",424.0,2014,nan,0.424
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,391 Jöfnun á örorkubyrði,391.0,2014,nan,0.391
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"almennra lífeyrissjóða 3.072 2.822 250 8,9 3.088 16 0,5",0.5,2014,nan,0.0005
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,481 Útgjöld samkvæmt heimildarákvæðum = - - - 249 249 1000,249.0,2014,nan,0.249
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,TIL Afskriftir skattkrafna 14.738 21.883 1145 327 10.000 4738 AA,10000.0,2014,nan,10.0
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"721 Fjármagnstekjuskattur 7.198 5.324 1873 35,2 7.870 672 85",85.0,2014,nan,0.085
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"B11 Barnabætur 9.783 10.450 -668 -6,4 9.900 117 12",12.0,2014,nan,0.012
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,821 Vaxtabætur 8.463 8.974 511 57 8.325 138 7,7.0,2014,nan,0.007
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,825 Niðurfærsla á verðtryggðum,825.0,2014,nan,0.825
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"húsnæðisskuldum heimila 35.801 - 35.801 - 35.803 2 0,0",0.0,2014,nan,0.0
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,901 Framkvæmdasýsla ríkisins 4 4 8 a 5 1 146,146.0,2014,nan,0.146
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,905 Ríkiskaup 29 30 -l 41 42 13 316,316.0,2014,nan,0.316
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"971 Ríkisábyrgðir = 215 -215 — -100,0 = - -",100.0,2014,nan,0.1
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,973 Tapaðar kröfur og tjónabætur 79 5 74 a 89 10 110,110.0,2014,nan,0.11
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,976 Lánaumsýsla ríkissjóðs 111 108 3 31 118 6 55,55.0,2014,nan,0.055
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,977 Bankasýsla ríkisins 74 74 () 05 73 2 27,27.0,2014,nan,0.027
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,978 Fjármálæftirlitið 1.576 1836 -260 142 2.049 473 23,23.0,2014,nan,0.023
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,979 Niðurfærsla eignarhluta og hlutafjár 1.626 495 1131 „a = -1.626 .,1626.0,2014,nan,1.626
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"980 Rekstrarfélag Stjórnarráðsins 95 62 33 53,4 103 8 78",78.0,2014,nan,0.078
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,981 Ýmsar fasteignir ríkissjóðs 493 149 344 „a 714 221 310,310.0,2014,nan,0.31
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,984 Fasteignir ríkissjóðs -368 280 -648 „a 99 467,467.0,2014,nan,0.467
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,985 Fyrrum varnarsvæði,985.0,2014,nan,0.985
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,við Keflavíkurflugvöll 566 555 un 20 907 341 376,376.0,2014,nan,0.376
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,986 Jarðasjóður og Jarðeignir ríkisins 173 210 3 178 340 167 — 492,492.0,2014,nan,0.492
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"989 Ófyrirséð útgjöld = - - - 2.584 2.584 —100,0",100.0,2014,nan,0.1
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,990 Ríkisstjórnarákvarðanir = - - - 50 50 1000,50.0,2014,nan,0.05
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,991  Aðflutningsgjöld af,991.0,2014,nan,0.991
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"útflutningi notaðra ökutækja = 1 -1 -100,0 = - -",100.0,2014,nan,0.1
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,992 Sóknaráætlanir landshluta 97 320 -223 — -698 182 85 468,468.0,2014,nan,0.468
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,994 Virðisaukaskattur,994.0,2014,nan,0.994
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"ríkisstofnana af tölvuvinnslu 217 233 -15 -,5 192 -25 130",130.0,2014,nan,0.13
"ráðuneyti, aðalskrifstofa 927 oll -84 84 982 55 5,6",Reikningur Reikningur Breyting Fjárheimildir Frávik,"999 Ýmislegt 1.458 1467 -9 -0,6 1.668 210 126",126.0,2014,nan,0.126
"14 Umhverfis- og auðlindaráðuneyti 10.404 9.234 1.170 12,7 12.961 2558 197",,101 Umhverfis- og,101.0,2014,nan,0.101
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,190 Ýmis verkefni 307 343 36 106 520 213 410,410.0,2014,nan,0.41
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,202 Náttúrurannsóknastöðin við Mývatn 26 25 () 15 23 2 108,108.0,2014,nan,0.108
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,211 Umhverfisstofnun 1.008 1037 -29 28 1.152 10 125,125.0,2014,nan,0.125
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,212 Vatnajökulsþjóðgarður 416 442 -25 57 371 46 124,124.0,2014,nan,0.124
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"214 Innviðir friðlýstra svæða E 5 -5 —-100,0 = - -",100.0,2014,nan,0.1
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"231 Landgræðsla ríkisins 598 603 -5 -0,8 612 ii 23",23.0,2014,nan,0.023
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"241 Skógrækt ríkisins 344 263 80 30,4 247 97 391",391.0,2014,nan,0.391
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,243 Hekluskógar 18 27 9 37 21 3 143,143.0,2014,nan,0.143
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"251 Héraðs- og Austurlandsskógar 132 115 17 14,8 135 3 23",23.0,2014,nan,0.023
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"252 Suðurlandsskógar 100 86 14 16,2 104 4 35",35.0,2014,nan,0.035
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"253 Vesturlandsskógar 49 49 () -0,7 53 5 9,0",9.0,2014,nan,0.009
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,254 Skjólskógar á Vestfjörðum 41 39 1 38 42 1 19,19.0,2014,nan,0.019
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"255 |Norðurlandsskógar 88 88 () -0,5 95 7 78",78.0,2014,nan,0.078
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"287 Úrvinnslusjóður 902 845 57 6,7 1.736 835 481",481.0,2014,nan,0.481
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"289 Endurvinnslan hf. 1.896 1.591 305 19,2 1.740 -156 -9,0",9.0,2014,nan,0.009
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"301 Skipulagsstofnun 220 216 4 20 222 2 0,8",0.8,2014,nan,0.0008
"auðlindaráðuneyti, aðalskrifstofa 473 445 28 63 506 33 65",,"303 Skipulagsmál sveitarfélaga 160 200 -40 -20,2 275 115 41,9",41.9,2014,nan,0.0419
