Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,401 Hafrannsóknastofnunin 1.522 - - -1.525 3 102 105 - 105,105.0,2009,nan,0.105
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,405 Veiðimálastofnun 100 - - 102 2 20 21 - 21,21.0,2009,nan,0.021
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,411 Matvælarannsóknir 417 - - 431 14 15 29 - 29,29.0,2009,nan,0.029
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,413 Verkefnasjóður sjávarútvegsins -214 - 22 - 236 397 633 - 633,633.0,2009,nan,0.633
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,414 Sjávarspendýrasjóður o - - - o 3 4 - 4,4.0,2009,nan,0.004
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,415 Sjóður til síldarrannsókna -17 - - - 17 197 214 - 214,214.0,2009,nan,0.214
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,416 Veiðarfærarannsóknir o - - - () 5 5 - 5,5.0,2009,nan,0.005
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,417 Rannsóknasjóður til að,417.0,2009,nan,0.417
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,auka verðmæti sjávarfangs 329 - - 335 7 6 12 - 12,12.0,2009,nan,0.012
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,421 Bygging rannsóknastofnana,421.0,2009,nan,0.421
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,sjávarútvegsins s - - 10 4 42 46 - 46,46.0,2009,nan,0.046
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,423 Skrifstofa rannsóknastofnana,423.0,2009,nan,0.423
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,atvinnuveganna 59 - - 61 2 21 23 - 23,23.0,2009,nan,0.023
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,426 Húsbyggingarsjóður -22 - - - 22 190 211 - 211,211.0,2009,nan,0.211
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,481 Rannsóknir háskóla í þágu landbúnaðar — 168 - - 169 1 - 1 - 1,1.0,2009,nan,0.001
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,483 Landgræðsla og skógrækt,483.0,2009,nan,0.483
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,í þágu landbúnaðar 63 - - 64 o 5 5 - 5,5.0,2009,nan,0.005
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,487 Hagþjónusta landbúnaðarins 25 - - 26 o 1 1 - 1,1.0,2009,nan,0.001
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,801 Greiðslur vegna mjólkurframleiðslu 5.537 - - 5634 97 - 97 - 97,97.0,2009,nan,0.097
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,805 Greiðslur vegna sauðfjárframleiðslu 4.137 - - 4137 = () o - o,4137.0,2009,nan,4.137
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,807 Greiðslur vegna grænmetisframleiðslu 432 - - 413 -19 17 -2 - -2,2.0,2009,nan,0.002
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,811 Bændasamtök Íslands 603 - - 603 = - - - -,603.0,2009,nan,0.603
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,818 Búnaðarsjóður 410 410 - - = - - - -,410.0,2009,nan,0.41
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,821 Framleiðnisjóður landbúnaðarins 151 - - 159 8 114 122 - 122,122.0,2009,nan,0.122
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,824 Verðmiðlun landbúnaðarvara 404 404 - - = - - - -,404.0,2009,nan,0.404
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,827 Fóðursjóður 1410 1410 - - = - - - =,827.0,2009,nan,0.827
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,831 Jarðasjóður og Jarðeignir ríkisins 224 - 161 - -64 782 718 — -391 327,327.0,2009,nan,0.327
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,840 Stuðningur við fiskeldi 166 - - - -166 170 4 - 4,4.0,2009,nan,0.004
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,843 Fiskræktarsjóður -6 Sv - - 20 358 378 - 378,378.0,2009,nan,0.378
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,851 Greiðslur vegna riðuveiki 14 - - 52 38 - 38 - 38,38.0,2009,nan,0.038
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,853 Bjargráðasjóður 10 - - 10 = - - - =,10.0,2009,nan,0.01
"landbúnaðarráðuneyti, aðalskrifstofa 450 - - 474 24 45 69 - 69",,891 Sérstakar greiðslur í landbúnaði 92 - - 37 -55 173 118 - 118,118.0,2009,nan,0.118
06 Dómsmála- og mannréttindaráðuneyti —28.742 550 — 497 | 27.212 -483 | 1.217 733 -5 729,,101 Dómsmála- og mann-,101.0,2009,nan,0.101
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,102 Stjórnartíðindi 27 - 22 - -6 1 7 - -7,7.0,2009,nan,0.007
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,103 Lagasafn 1 - - - -1 7 s - s,7.0,2009,nan,0.007
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,106 Þjóðskrá 297 0 152 202 57 -12 45 - 45,45.0,2009,nan,0.045
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,111 Kosningar 241 - - 206 -35 - -35 - -35,35.0,2009,nan,0.035
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,190 Ýmis verkefni 253 - 2 284 34 -24 10 - 10,10.0,2009,nan,0.01
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,201 Hæstiréttur 112 - - 104 -8 8 o - o,8.0,2009,nan,0.008
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,210 Héraðsdómstólar 948 - - 972 24 34 58 - 58,58.0,2009,nan,0.058
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,231 Málskostnaður í opinberum málum 516 - - 382 -133 - -133 - -133,133.0,2009,nan,0.133
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,232 Opinber réttaraðstoð 277 - - 275 -2 - -2 - -2,2.0,2009,nan,0.002
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,235 Bætur brotaþola 87 - - 46 41 - 41 - -41,41.0,2009,nan,0.041
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,251 Persónuvernd 57 - - 68 1 7 18 - 18,18.0,2009,nan,0.018
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,1) #4 = Aukning / Lækkun á bundnu eigin fé,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,2) # = Flyst til næsta árs til hækkunar / lækkunar á fjárheimild 2010,2.0,2009,nan,0.002
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,=== PAGE 107 ===,107.0,2009,nan,0.107
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,106,106.0,2009,nan,0.106
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",,SÉRYFIRLIT 3. Útkoma ráðuneyta og stofnana gagnvart fjárheimildum,3.0,2009,nan,0.003
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,301 Ríkissaksóknari 131 - - 135 4 -5 -l - -1,1.0,2009,nan,0.001
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,303 Ríkislögreglustjóri 1.294 - - 1330 36 -15 21 - 21,21.0,2009,nan,0.021
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,305 Lögregluskóli ríkisins 215 - - 238 23 21 44 - 44,44.0,2009,nan,0.044
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,309 Sérstakur saksóknari,309.0,2009,nan,0.309
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,samkvæmt lögum nr. 135/2008 227 - - 289 62 - 62 - 62,62.0,2009,nan,0.062
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,310 Lögreglustjórinn á höfuðborgarsvæðinu —3.192 - - -3.283 91 -163 -72 - -12,12.0,2009,nan,0.012
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,312 Lögreglustjórinn á Suðurnesjum 949 - - 974 25 -186 -162 - -162,162.0,2009,nan,0.162
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,325 Samræmd neyðarsvörun 275 - - 309 33 -22 12 - 12,12.0,2009,nan,0.012
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,341 Áfengis- og fíkniefnamál - - - -30 -30 25 5 - -5,5.0,2009,nan,0.005
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,390 Ýmis löggæslu- og öryggismál 65 - - 83 18 17 34 - 34,34.0,2009,nan,0.034
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,391 Húsnæði löggæslustofnana - - - -12 -12 18 s - s,18.0,2009,nan,0.018
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,395 Landhelgisgæsla Íslands 2.628 3 - -2.904 279 155 125 - 125,125.0,2009,nan,0.125
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,396 Landhelgissjóður Íslands 4.509 - - 3.516 -993 | 1.045 52 - 52,52.0,2009,nan,0.052
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,397 Schengen samstarf 103 - - 106 4 59 63 - 63,63.0,2009,nan,0.063
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,398 Útlendingastofnun 225 - - 213 -12 -18 -30 - -30,30.0,2009,nan,0.03
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,411 Sýslumaðurinn í Reykjavík 334 - - 336 2 7 9 - 9,9.0,2009,nan,0.009
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,412 Sýslumaðurinn á Akranesi 190 - - 193 3 1 14 - 14,14.0,2009,nan,0.014
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,413 Sýslumaðurinn í Borgarnesi 169 - - 177 7 -6 2 - 2,2.0,2009,nan,0.002
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,414 Sýslumaður Snæfellinga 179 - - 183 4 9 13 - 13,13.0,2009,nan,0.013
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,415 Sýslumaðurinn í Búðardal 25 - - 27 2 2 4 - 4,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,416 Sýslumaðurinn á Patreksfirði 38 - - 37 -1 1 o - o,1.0,2009,nan,0.001
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,417 Sýslumaðurinn í Bolungarvík 34 - - 34 o () o - (),34.0,2009,nan,0.034
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,418 Sýslumaðurinn á Ísafirði 322 - - 329 7 1 s - s,1.0,2009,nan,0.001
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,419 Sýslumaðurinn á Hólmavík 29 - - 30 1 3 4 - 4,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,420 Sýslumaðurinn á Blönduósi 190 - - 195 5 32 37 - 37,37.0,2009,nan,0.037
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,421 Sýslumaðurinn á Sauðárkróki 158 - - 155 3 -2 5 - -5,5.0,2009,nan,0.005
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,422 Sýslumaðurinn á Siglufirði 50 - - 54 4 6 10 - 10,10.0,2009,nan,0.01
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,424 Sýslumaðurinn á Akureyri 502 - - 507 5 16 20 - 20,20.0,2009,nan,0.02
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,425 Sýslumaðurinn á Húsavík 182 - - 184 2 1 4 - 4,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,426 Sýslumaðurinn á Seyðisfirði 183 - - 181 2 20 18 - 18,18.0,2009,nan,0.018
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,428 Sýslumaðurinn á Eskifirði 256 - - 256 () 25 25 - 25,25.0,2009,nan,0.025
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,429 Sýslumaðurinn á Höfn í Hornafirði 37 - - 38 1 4 5 - 5,5.0,2009,nan,0.005
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,430 Sýslumaðurinn í Vík í Mýrdal 41 - 25 24 8 5 13 - 13,13.0,2009,nan,0.013
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,431 Sýslumaðurinn á Hvolsvelli 173 - - 179 6 16 22 - 22,22.0,2009,nan,0.022
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,432 Sýslumaðurinn í Vestmannaeyjum 168 - - 166 2 6 5 - 5,5.0,2009,nan,0.005
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,433 Sýslumaðurinn á Selfossi 389 - - 364 -25 33 8 - 8,8.0,2009,nan,0.008
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,434 Sýslumaðurinn í Reykjanesbæ 154 - - 154 o 10 10 - 10,10.0,2009,nan,0.01
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,436 Sýslumaðurinn í Hafnarfirði 203 - - 200 -3 12 9 - 9,9.0,2009,nan,0.009
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,437 Sýslumaðurinn í Kópavogi 206 - - 213 7 12 19 - 19,19.0,2009,nan,0.019
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,490 Ýmis rekstrarkostnaður,490.0,2009,nan,0.49
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,sýslumannsembætta 134 - - 76 -58 48 -9 - -9,9.0,2009,nan,0.009
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,491 Húsnæði og búnaður sýslumanna 57 - - 37 -20 55 35 - 35,35.0,2009,nan,0.035
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,501 Fangelsismálastofnun ríkisins 1.096 - - OL 45 24 69 - 69,69.0,2009,nan,0.069
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,591 Fangelsisbyggingar 9 - - 15 6 4 10 - 10,10.0,2009,nan,0.01
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,601 Fasteignaskrá Íslands 610 450 278 - 118 135 253 -5 248,248.0,2009,nan,0.248
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,701 Þjóðkirkjan 1.488 - - 1482 -6 -3 -8 - -8,8.0,2009,nan,0.008
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,705 Kirkjumálasjóður 280 - - 281 2 - 2 - 2,2.0,2009,nan,0.002
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,707 Kristnisjóður 97 - - 91 7 3 4 - 4,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,733 Kirkjugarðar 919 - - 928 9 - 9 - 9,9.0,2009,nan,0.009
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,735 Sóknargjöld 2.216 - - 221 5 - 5 - -5,5.0,2009,nan,0.005
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,736 Jöfnunarsjóður sókna 362 - - 365 3 - 3 - 3,3.0,2009,nan,0.003
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,1) #4 = Aukning / Lækkun á bundnu eigin fé,4.0,2009,nan,0.004
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,2) # = Flyst til næsta árs til hækkunar / lækkunar á fjárheimild 2010,2.0,2009,nan,0.002
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,=== PAGE 108 ===,108.0,2009,nan,0.108
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,107,107.0,2009,nan,0.107
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,SÉRYFIRLIT 3. Útkoma ráðuneyta og stofnana gagnvart fjárheimildum,3.0,2009,nan,0.003
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,801 Neytendastofa 241 97 19 105 -21 76 56 - 56,56.0,2009,nan,0.056
"réttindaráðuneyti, aðalskrifstofa 384 - - 373 „1 12 1 - 1",Aðrar Tekjufærð Staðatil — Breyting,805 Talsmaður neytenda 14 - - 17 3 1 4 - 4,4.0,2009,nan,0.004
07 Félags- og tryggingamálaráðuneyti — 113.991 | 47.262 314 —55.260 -11.155 881 | -10.274 (16.205 5931,,101 Félags- og trygginga-,101.0,2009,nan,0.101
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,190 Ýmis verkefni 122 - - 149 27 29 56 - 56,56.0,2009,nan,0.056
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,205 Leiguíbúðir 1.100 - - -1.100 = - - - -,1100.0,2009,nan,1.1
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,207 Varasjóður húsnæðismála 60 - - 60 = - - - -,60.0,2009,nan,0.06
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,302 Ríkissáttasemjari 53 - - 64 1 6 17 - 17,17.0,2009,nan,0.017
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,313 Jafnréttisstofa 36 - - 66 30 18 48 - 48,48.0,2009,nan,0.048
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,331 Vinnueftirlit ríkisins 495 5 163 325 2 4 -6 - -6,6.0,2009,nan,0.006
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,400 Barnaverndarstofa 925 - - 973 48 9 58 - 58,58.0,2009,nan,0.058
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"505 Öldrunarstofnanir, almennt 77 - - 562 -209 541 332 - 332",332.0,2009,nan,0.332
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,515 Framkvæmdasjóður aldraðra 1383 — 1416 - - 33 173 206 -76 130,130.0,2009,nan,0.13
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,700 Málefni fatlaðra 151 - - 252 101 59 159 - 159,159.0,2009,nan,0.159
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"701 Málefni fatlaðra, Reykjavík 3.016 - - 3.086 70 1 69 - 69",69.0,2009,nan,0.069
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"702 Málefni fatlaðra, Reykjanesi 1.985 - - -2.020 35 -45 -10 - -10",10.0,2009,nan,0.01
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"703 Málefni fatlaðra, Vesturlandi 334 - - 339 5 9 14 - 14",14.0,2009,nan,0.014
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"704 Málefni fatlaðra, Vestfjörðum 212 - - 222 1 16 27 - 27",27.0,2009,nan,0.027
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"705 Málefni fatlaðra, Norðurlandi vestra 398 - - 394 4 () 3 - -3",3.0,2009,nan,0.003
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"706 Málefni fatlaðra, Norðurlandi eystra 1.102 - - 1105 3 -8 5 - -5",5.0,2009,nan,0.005
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"707 Málefni fatlaðra, Austurlandi 330 - - 362 31 4 35 - 35",35.0,2009,nan,0.035
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"708 Málefni fatlaðra, Suðurlandi 574 - - 599 25 1 26 - 26",26.0,2009,nan,0.026
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,711 Styrktarfélag vangefinna 736 - - 736 = - - - -,736.0,2009,nan,0.736
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,"720 Skálatúnsheimilið, Mosfellsbæ 370 - - 370 = - - - =",370.0,2009,nan,0.37
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,722 Sólheimar í Grímsnesi 271 - - 271 = - - - =,271.0,2009,nan,0.271
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,750 Greiningar- og ráðgjafarstöð ríkisins 399 - - 413 14 39 53 - 53,53.0,2009,nan,0.053
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,755 þjónustu- og þekkingarmiðstöð,755.0,2009,nan,0.755
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,fyrir blinda og sjónskerta 290 - - 293 4 2 5 - 5,5.0,2009,nan,0.005
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,795 Framkvæmdasjóður fatlaðra 640 - 10 679 50 -55 -6 - -6,6.0,2009,nan,0.006
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,821 Tryggingastofnun ríkisins 969 - - 969 () 53 53 - 53,53.0,2009,nan,0.053
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,825 Bætur samkvæmt lögum,825.0,2009,nan,0.825
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,um félagslega aðstoð 9.607 - - 10.545 938 - 938 - 938,938.0,2009,nan,0.938
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,827 Lífeyristryggingar 47.795 — 24.413 -  27.234 3851 - 3.851 - 3851,3851.0,2009,nan,3.851
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,831 Eftirlaunasjóður aldraðra 74 - - 57 -16 - -16 - -16,16.0,2009,nan,0.016
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,980 Vinnumálastofnun 289 - - 230 -59 56 4 - 4,4.0,2009,nan,0.004
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,981 Vinnumál 89 - - 87 -2 4 2 - 2,2.0,2009,nan,0.002
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,982 Ábyrgðasjóður launa 2158 1212 14 - -805 - -805 805 E,805.0,2009,nan,0.805
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,983 Foreldrar langveikra,983.0,2009,nan,0.983
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,eða alvarlega fatlaðra barna 96 - - 163 67 - 67 - 67,67.0,2009,nan,0.067
"málaráðuneyti, aðalskrifstofa 340 - - 336 4 -5 -9 - -9",,984 Atvinnuleysistryggingasjóður 25.490 | 11.399 - - —-14.090 - -14.090 (14.090 s,14090.0,2009,nan,14.09
